type,hash,malice,generic,trojan,ransomware,worm,backdoor,spyware,rootkit,encrypter,downloader
0,3a26e84b22e7665a55f0857da23a05e3ef3ed430242b6f7635909981cdbeba94,0,0,0,0,0,0,0,0,0,0
0,47f2e16177373b0f0fc9ea80f468030c39808d1a8c72271f71a7358a4a1bc0e5,0,0,0,0,0,0,0,0,0,0
0,457208d67a63689b65a6d209b95ec1e3714601fc1d96fd5b1402d5034a448931,0,0,0,0,0,0,0,0,0,0
0,a54b84e56a936791da31c69d4048798521d62ad90991798587bf0c25e0b90148,0,0,0,0,0,0,0,0,0,0
0,dda46ead54b5f92e4fa77cf708f9c87521cf26e80ea776203b34037d54590f96,0,0,0,0,0,0,0,0,0,0
0,10cfee2da8c02724184a60a0bf386df8ac988ca498dd39a64cdca65a58dd320a,0,0,0,0,0,0,0,0,0,0
0,e42647afd2747ba0c5a5c2440b5a68a9f0139850782690e1f7f2abd01ff573f3,0,0,0,0,0,0,0,0,0,0
0,e40f02f83a5747b8b47cbc21fc7c54e6b81b7b92c86410ccc62795274f639385,0,0,0,0,0,0,0,0,0,0
0,20a80b9d290223a304c752287ea4ac7371f928c4455fcb29bf5224f1096f8530,0,0,0,0,0,0,0,0,0,0
0,5f435219d06e44d63e9d5b7a234afe3ef384c94fc997b9cbd2f051742d69c790,0,0,0,0,0,0,0,0,0,0
0,88e0b47230be821a1794097aa74dd569c2ae2b3c71ce3e1165deb6e8de0447b0,0,0,0,0,0,0,0,0,0,0
0,eeb4e4c63f7b33a00a4ed0dbec66fffbf534180bdd20a8d88b9de5d5e595efd9,0,0,0,0,0,0,0,0,0,0
0,f224f0aa7b19a6e331a18e565fe4a54fb652ff6c8e09657ede61d11d296fe3ca,0,0,0,0,0,0,0,0,0,0
0,ce365d04be99efe6734d9364b2ee4507a207809c54d25541787bc2667b508b94,0,0,0,0,0,0,0,0,0,0
0,514e2aa45bf1034dc54acfbaa0390998a16bae0286159d6a152a71922478dee3,0,0,0,0,0,0,0,0,0,0
0,6e4849e0d92ae82380bf4bb6773a1ff27863038838a021ccade723e2adab5d73,0,0,0,0,0,0,0,0,0,0
0,9578342358ff79b911163d709a9dc19cad65102a33405db7f97d6f26322866bd,0,0,0,0,0,0,0,0,0,0
0,f9ed0155b6015f11ff8036c67adecc85fc6ae1256420cc0564a15f452d124cc9,0,0,0,0,0,0,0,0,0,0
0,0be00b72a65e558aa92a4f197663f3496b2a3ceaa5f77bafe309727141ad77af,0,0,0,0,0,0,0,0,0,0
0,464262da62722cf9540fa2bff1c93b65c83254cb5be47272593d71adc31daa79,0,0,0,0,0,0,0,0,0,0
0,86d5e2c5f6d63b1cee922999a4efbb30f0ec16577e1a2df9ea31eea826b723d7,0,0,0,0,0,0,0,0,0,0
0,9d9742a07c77cdccd8c2b6ee17f2855a1479081e1f356073c6df9f749209b77f,0,0,0,0,0,0,0,0,0,0
0,0bf9cfc88d56b52982655b56d577f69d2ee4b136908684015001c52c64f0a84b,0,0,0,0,0,0,0,0,0,0
0,8e7eac5013699d34af9b001e61be38b410d98ef661ad11af37b356606eb63799,0,0,0,0,0,0,0,0,0,0
0,346fb6819d138bee09beb553c8ea03c46418f963acae909997e365c07e0d6519,0,0,0,0,0,0,0,0,0,0
0,65c24eabb20e0686667eb20ceb2bffd985aa966352630ba549ddd15a1df20ab7,0,0,0,0,0,0,0,0,0,0
0,734db8a127eba3f56ceacddf8d784fb4c6ff0d9524eaf0d2f75acd698ef9084c,0,0,0,0,0,0,0,0,0,0
0,dc66843f5a304362179f9fe4ca1a1d0b1249934e545c303c3ee353d061dd0ffa,0,0,0,0,0,0,0,0,0,0
0,1d2b8e3bbfcd7546b402c2f379e40d850fd4eceaf20c45fdbfcba0b859e0a7fb,0,0,0,0,0,0,0,0,0,0
0,11a1f22cc5614d2f8c58e698da5616f94805b5f9a4cd24d5433ea3d9aa3cfe02,0,0,0,0,0,0,0,0,0,0
0,1b399f61e57266427a5fceb4f3df6a337304832e24579c43385b59cfd660e068,0,0,0,0,0,0,0,0,0,0
0,9d535589dd8c68044fb45c10d2d1b63df28baad16d1d0ad4b187c91a23ee9c87,0,0,0,0,0,0,0,0,0,0
0,4ef9eb58224457492f674fb550761cd13b7e6031186b801577194a05719d4f43,0,0,0,0,0,0,0,0,0,0
0,9e9b20ed84f2bdd7c40fab4d7ff13b2e2c5f1aabf54008a8f0a383aaaeab8d84,0,0,0,0,0,0,0,0,0,0
0,7230968208169f32697afe22a58dd045687f5c64c5c20b0d0471e4b9aa37c783,0,0,0,0,0,0,0,0,0,0
0,d878992fe48766c2d2e03fcd103b8805a702b07d20adfd94581523ff838e45b0,0,0,0,0,0,0,0,0,0,0
0,df1f22cc634826085eedbef5bf8e106493c821c9362baf6a3e4880878c9ae780,0,0,0,0,0,0,0,0,0,0
0,aaeb837ddabe9ecda3d1d936512a88944264a29217beec9dce096af1e6dc2afb,0,0,0,0,0,0,0,0,0,0
0,e614bb23131efe77b8ef6cfe08a28ceec7a9adccc03d183b7a287ac6c822de1f,0,0,0,0,0,0,0,0,0,0
0,1b67441f080adf23da22736c557813d3bb459c915a1b84d8253b8e9599df2708,0,0,0,0,0,0,0,0,0,0
0,c5b5a6b85efec5d87ae6981fb560775d97a4e0ded0cbeb4dffb41312975caa72,0,0,0,0,0,0,0,0,0,0
0,270f6e7751d9866ca0334ce84e955f2789cd7a07c2a765e90539016b071fd950,0,0,0,0,0,0,0,0,0,0
0,f404c34eb3227c557f4ee70ff44ebd8dad30268ea79c59e4b6af0354452f0c9d,0,0,0,0,0,0,0,0,0,0
0,f805fbd781c27bcb4f1c887afcf9d32aa7b74e350b6e60e50337aa319b69cf62,0,0,0,0,0,0,0,0,0,0
0,12583e6a823028d30f25a31bf950a22281e8fe0e751df565bdb82545ba787533,0,0,0,0,0,0,0,0,0,0
0,69df4166f03247f9694d0300db13485c0c6e4a4cf1b6968118fb4f0f9cf846dd,0,0,0,0,0,0,0,0,0,0
0,76a686c76bdd27776c9180097d5129f88672a1b206c8fdcb88cb5cb03e61c2aa,0,0,0,0,0,0,0,0,0,0
0,5fea3241e2e2c3232f3dafa3bf72c9ba0e88df2781f2a742d4369813f99ce952,0,0,0,0,0,0,0,0,0,0
0,86ee28923d4e7255762442fe93f220237197a756182ce320f5f6887b5c7147c5,0,0,0,0,0,0,0,0,0,0
0,dec0efefe7749ab45c541f8c2c0bc4fa946e865025e209e58a0dffa41d87baf0,0,0,0,0,0,0,0,0,0,0
0,db345130e2cd90ea550affa0fc43a285f09c8f15c9382d35334a1bde48eaa92e,0,0,0,0,0,0,0,0,0,0
0,ed95b1141f32e8d2180b47426a1cbe89085764e744938e9bca98c5be411a52a6,0,0,0,0,0,0,0,0,0,0
0,65445303675931b6ccc3090176e6196f25bced4236b479c2753500878cd41ac7,0,0,0,0,0,0,0,0,0,0
0,46c629e4918166b75671f1fa6a6f467bd1948abbf0e9e4ea30f5d0e5fdfd84f4,0,0,0,0,0,0,0,0,0,0
0,ab1f26c4c0e9babd0feed715e3d4b835ed68395492f2af089343eeba2005d25b,0,0,0,0,0,0,0,0,0,0
0,544a20393e3e0c2935924ee0b5826bc65ae6a256fc041a865d4e84e3c1cfb4d8,0,0,0,0,0,0,0,0,0,0
0,308e8bb2e8a3b67607d2454370e0b50147b42049bda8130ee519e0de86b8a9ff,0,0,0,0,0,0,0,0,0,0
0,aa10bfe51228e5210c7e34372d4e9ebe75e920ba85edb2e6350c2e390899cf09,0,0,0,0,0,0,0,0,0,0
0,a3275735b0d0b68818b527f8f11ed623b095905dc66e8b50f46861d1158290c0,0,0,0,0,0,0,0,0,0,0
0,5e815f1124d3279bf4d593ecdf73f4d8e7cabc26e7dbf1148a5f3ed529531827,0,0,0,0,0,0,0,0,0,0
0,499343bde27d6c3fdd112b1ae48656c8e62e3dccc1fe682733c597b37f0a664d,0,0,0,0,0,0,0,0,0,0
0,1fcbe5d51360bee55f55c791a95df8c61f73e117bda89b9439d74df5cee7aa71,0,0,0,0,0,0,0,0,0,0
0,5b3bb26ce3cc45e3f9317075e2018d429ca2d0203bd6c41eda16da34bc0b8ccd,0,0,0,0,0,0,0,0,0,0
0,046041aba6ba77534c36bb0c2496408d23c6a09f930c46b392f1edc70dfd66de,0,0,0,0,0,0,0,0,0,0
0,0e73886d15f788471581cbf3864703206fd96eb79e4683ffa332463507fdcda4,0,0,0,0,0,0,0,0,0,0
0,fdbad29d846785daeac792e56c7165685ecaf6f784931c86fb2ce8b085f3ba67,0,0,0,0,0,0,0,0,0,0
0,d505b31200204d0854d67244dfddab81552937571e321d3f5520c5be8fcbc283,0,0,0,0,0,0,0,0,0,0
0,2d09798210455d443e62351b7b9f02fe7412930623a6bcf6b009c94da3f0fb94,0,0,0,0,0,0,0,0,0,0
0,3686c09b2a7755811095196bd155757b5316883d27266ca2d808ba38b410163a,0,0,0,0,0,0,0,0,0,0
0,d6d811768d315ac1fafcb356b040f522375192510a93ef94a5cfb22001a6de61,0,0,0,0,0,0,0,0,0,0
0,7485ff522f4662ae5c91a5248e82370d9f24bb6e548fe279ce9e9e824c6c4d41,0,0,0,0,0,0,0,0,0,0
0,d08eceecafdce076fc7f9e1bef061a7a67eb09ca6f97c2f77e2f3da8a0cc998b,0,0,0,0,0,0,0,0,0,0
0,a6fb3efc0d74e81da25d7bf35fb6112c77419ecbae443b598371bfd5e1c427ed,0,0,0,0,0,0,0,0,0,0
0,aba3f763bc73ac333eeb4f1f4c1de93e58ff107099c7c33a014216c02d1a13e7,0,0,0,0,0,0,0,0,0,0
0,99ec947614ec6262aa85b4f132e39c618dc5a671165c50af1bdec1a5b3e127dc,0,0,0,0,0,0,0,0,0,0
0,18ef1715677de1aee41945784481cbcaa16c4e99753340b8844d2f9ad4c60b36,0,0,0,0,0,0,0,0,0,0
0,7ab4a27812e54a0a4ab0a952707f4e185eefe67c5466e9c47d578056e5dfcdda,0,0,0,0,0,0,0,0,0,0
0,5a63c01f80e137c588117dec2a9ae121d27b8a57ec40ab77e7e5a94a75be2db2,0,0,0,0,0,0,0,0,0,0
0,d33281f6c857aba988c049950c07dbbfb034fdc58649dc00869ef1fddbdcb074,0,0,0,0,0,0,0,0,0,0
0,5e405415dc1a7d3c56e7e8d8b9b744ac3c2a275ee5f4b09bc09d63d6f7546e28,0,0,0,0,0,0,0,0,0,0
0,20e3dc90a3e83b6202e2a7f4603b60e5e859639cb68693426c400b13aaeabd78,0,0,0,0,0,0,0,0,0,0
0,755394b623e31d32f900de2f37ba04a0aa9a3c3c57dc34b8f5f4792f18c34196,0,0,0,0,0,0,0,0,0,0
0,52fd1baa60c9e16af74b9e71800d763eea08fd6f84a2b609f6abc4838bccf20e,0,0,0,0,0,0,0,0,0,0
0,56feb0c8cde725df0111865170d4c6cf5b8cd395ed07583c3addaf0a6af0add6,0,0,0,0,0,0,0,0,0,0
0,0fe87602f6f2a6dd5acf209eea81ec0555fe1e02d6f781299724238b4cb2e2c1,0,0,0,0,0,0,0,0,0,0
0,e18c02ba480e83489976314a0a79441108faf4d246292eba1eadd36ce4fc6acd,0,0,0,0,0,0,0,0,0,0
0,b155a83cd2a33da9c9b89b8f979c42a3d39edf54e0d2937d3cffc22bd8b4274d,0,0,0,0,0,0,0,0,0,0
0,05c73c13c3635fab5c7daa5bcae4ea3a21ec0bd620291762cd13c03cd786b438,0,0,0,0,0,0,0,0,0,0
0,c9ec3caaf26a731e3ae6dc4e7b189a260749735c7b0634349fbc5cc406f1f383,0,0,0,0,0,0,0,0,0,0
0,654d8713c53d3e3fd49ec30dcb6953311862098974ded71e24d6481371c6274b,0,0,0,0,0,0,0,0,0,0
0,6b8d1a1f785c103e2d75702c22491d1b3942878bcba7965c9f6b2ec46440726d,0,0,0,0,0,0,0,0,0,0
0,238a9de495ddb87555913ec5d1f67bcc22b5d754b21b7ae9da3158461547da00,0,0,0,0,0,0,0,0,0,0
0,50e2677453fb89b7ba30c1e93a8bde682d4cd2ea37cfc3a8652b5adfead9e573,0,0,0,0,0,0,0,0,0,0
0,492221cf511865f5f26b2a3acab04d136b798fa93356123469e7a6d4acb6d6e9,0,0,0,0,0,0,0,0,0,0
0,7a8cc5e06b39affec26b3f1bcaae3fae4a3c35aac0d2b5d0ae0509e9d1f06090,0,0,0,0,0,0,0,0,0,0
0,380616b38e867f0d99ef4666f8d551e97ce56e83be29fcd4567e68b95d707d01,0,0,0,0,0,0,0,0,0,0
0,0524d1cc0e49105631e29f5e13f5dd2d1eb580899297b29cf67aa9644da62e20,0,0,0,0,0,0,0,0,0,0
0,c17ee22de6897f89917d1b60c176028bee0a0c2d990f918b83c59669ce599a80,0,0,0,0,0,0,0,0,0,0
0,3e71f762320a9af8159d51e374a64ebd4916a92e3de3be8dc1e22d86410982c5,0,0,0,0,0,0,0,0,0,0
0,a2c736e2a3b63fe0ddb28654994df83085bb735bfbd70da0aaa5458ed4b854e2,0,0,0,0,0,0,0,0,0,0
0,410d442aa93e4a593e651da540c0debd3f60d150671529a461c1c73a7f82473c,0,0,0,0,0,0,0,0,0,0
0,62e8db45cb438205641ee57e8b486f0884ad6d4f3e8e5906f38aa157d301f718,0,0,0,0,0,0,0,0,0,0
0,6df774a7ed523b867cb9bcc2f56d95db134f8f668c5c7dfc6843665ce2e966b9,0,0,0,0,0,0,0,0,0,0
0,d889aa776b67de0daebe36c6c824812b58053bf28d6fd9eb8c752b004115c847,0,0,0,0,0,0,0,0,0,0
0,4ec1e44407cc7874b875e2850962e0583a97486b29578cdd4bcc21d7e1d76004,0,0,0,0,0,0,0,0,0,0
0,c1c5a893f7eda8d1117078dc8fbdb74abb46e362cb517a3dfd61d88d20e311c1,0,0,0,0,0,0,0,0,0,0
0,c39f47d2d4525bb4950827f1edb92ccf5067267aa1aaef7137e45482c1436d97,0,0,0,0,0,0,0,0,0,0
0,647df4453044059c24cfcc2e37824159f29474bdc0b5755ae1a832d019aba289,0,0,0,0,0,0,0,0,0,0
0,1677d160b38b55b8e27e0c012a5ebb1a2ac34d87e515ca82412d9d3465507d80,0,0,0,0,0,0,0,0,0,0
0,467823968d057c72e14cb0dab019c232231b7ecc34f55225b259627e3b05ea1c,0,0,0,0,0,0,0,0,0,0
0,c4617cd94408d13e68d3dd75920911a56a1b1bae0fb19c035b156ec4a3cdefd5,0,0,0,0,0,0,0,0,0,0
0,5b231372f1e52b49526215deebcfc997b9dd74d77cc35d9cf78590480e51b1a0,0,0,0,0,0,0,0,0,0,0
0,30e76f37938413ff5ffcd80ec35bc4ca353a64a5aa3a197a00cc23eb11ad8f8b,0,0,0,0,0,0,0,0,0,0
0,bd5a69a9c5a213a0d48f8aa335c4d111629bffc9678610a449f8b1aea55da018,0,0,0,0,0,0,0,0,0,0
0,ab3beb52eefa353ced0055f7027b39262372197864b6d1b5bcc1dc3d14a3a1ce,0,0,0,0,0,0,0,0,0,0
0,840c32590029366c04f95295e354b811646a3ff15e4561eb7f325c7abde65d87,0,0,0,0,0,0,0,0,0,0
0,c43cc2ffc9543054c2b6515a8378db1e085c2db4e9a932deb06e2af1febaf4d8,0,0,0,0,0,0,0,0,0,0
0,b01bfe8ab2002184ecbdbd338b112ad400fa83c4519dc499902bb9d0ad389013,0,0,0,0,0,0,0,0,0,0
0,c2ad19887db0f553d143e357611e48d6313ca52d745eb0ed8a43391d7b2ed5eb,0,0,0,0,0,0,0,0,0,0
0,85e5b1567f105a9c82956a6e2865594c5dab7b932a4835a927190445ab44ec28,0,0,0,0,0,0,0,0,0,0
0,86cecb5aaac5dc004f3b4ddceb327be61e5721e971ad0e653762ec3e59850872,0,0,0,0,0,0,0,0,0,0
0,7f98f833fab3cbae22783a129d68a437556210f0e824cfec857999af7268989b,0,0,0,0,0,0,0,0,0,0
0,f0c719723b7689e702a6bb7cf5a56b96f5cef85d45df5ec612ab68524d1e0a47,0,0,0,0,0,0,0,0,0,0
0,9776d6321771a3d00c6e5f1eefaef41103936569963a61b6b321d1ee1ae06263,0,0,0,0,0,0,0,0,0,0
0,2a1c7574a5c42eb8c9348d9dba505ce49f2c88231d7ea6edd3715a39a5decd94,0,0,0,0,0,0,0,0,0,0
0,88ec1f01619de1296a93e19cbdf9fd14564217fde42e396c65f278b5a0327a6d,0,0,0,0,0,0,0,0,0,0
0,17e88c51e6086df7eb89a14584d0e21120442f30764e61080549bd281286f42b,0,0,0,0,0,0,0,0,0,0
0,9918b2f820a89c49c64edb1fd322ec96d1d60d3e9b31b1cdcc7340250ea05cdb,0,0,0,0,0,0,0,0,0,0
0,3777466cacecedcab6f2e7adc82cfc5f18c0c7f41bea1c68192c4027d53c0d0e,0,0,0,0,0,0,0,0,0,0
0,8c3f76c2e9ee36bffbbdd67dfbb67c5823051f42f4cd3f2ce47771e28973790b,0,0,0,0,0,0,0,0,0,0
0,4df54b01e012216c2c376c7f4a2bee56c0dfead5bd9324e69d774274151c9a1c,0,0,0,0,0,0,0,0,0,0
0,0fbcedf08d9e262137afba702687b2de15822149e4a282b9249907134e5ef151,0,0,0,0,0,0,0,0,0,0
0,464d6f177b27f77e27c20eba1dc0ee6e85ec4eb1715043c6af6deffb63982fd4,0,0,0,0,0,0,0,0,0,0
0,e929cae582e4f92f60ec607da7acb448e22742691a4992406dd893bf99f2955f,0,0,0,0,0,0,0,0,0,0
0,dad6229600eb17c91ad9ddae5481379a6d06b08147d840e20648f8e36d56844e,0,0,0,0,0,0,0,0,0,0
0,a9447372cc62144ca19196f8f18ffcb35f3907c10b8e4b2f442a026aeab5d05b,0,0,0,0,0,0,0,0,0,0
0,20601ed7e2bfc85362f090f0f5b72366f213c191e93b0c756acd98fef626e5e0,0,0,0,0,0,0,0,0,0,0
0,8d3e20eec3066ae31bfec63dfc5def83ec3fb788456c18fd6f7cbec9d7689cd3,0,0,0,0,0,0,0,0,0,0
0,17e977e2f4d8f9a3de8e01eaa1c82ccca63789cacc135859f665046a4a990dc8,0,0,0,0,0,0,0,0,0,0
0,5d62d79f6555d7a7edaf3b175312b326df779f9ae8c893e2182e4159f44c9d34,0,0,0,0,0,0,0,0,0,0
0,72bc39297e239de515b1384d1df053109eb71567ddc3b94cf7b27ad3a5ad31fe,0,0,0,0,0,0,0,0,0,0
0,4197fc76b3e00145191b260c9ae8e98531d966202669ad39d34137ce303d3566,0,0,0,0,0,0,0,0,0,0
0,bdb7f88489766e317f82c3a9e4171eac231e5d024b506b3f6aa2e0b927c8eb5c,0,0,0,0,0,0,0,0,0,0
0,af50bf38e1612222d51c1e66bb3410a6e771bc5003050a1458d8731571038c46,0,0,0,0,0,0,0,0,0,0
0,255ef9288394de9307866208c65b3a2e1c7b0d30d9fb27c7572439a1bdab677b,0,0,0,0,0,0,0,0,0,0
0,b207f025c13b2bf433eb5e2f82bd8f6c0c6853c8317fed4ca308d185f4ccd345,0,0,0,0,0,0,0,0,0,0
0,6c29fa22f01232ee015ac027338ce7b69745844fae51d7cde0916acd371f3bfc,0,0,0,0,0,0,0,0,0,0
0,304f34f5a9d1c1c7a3fd894dd93d8b6616a615600d475923443bca4e7587c9b8,0,0,0,0,0,0,0,0,0,0
0,81c6fb4c2ce61eb6ca4d86f70f2c905a00c814b9fd37fd1ca0ab94a169165a34,0,0,0,0,0,0,0,0,0,0
0,b485014e1dcb4be9fe508c27b8cd2c5457d56f65e2435e1f162ebd477698b6d5,0,0,0,0,0,0,0,0,0,0
0,e000a2915cdc991900e600a9848c836c6b62241cd7198eeb635344530869d912,0,0,0,0,0,0,0,0,0,0
0,bba0a97a71cce8e07936ef644b34bfd142fa06bd5a3e00c4affbf0596ceddf46,0,0,0,0,0,0,0,0,0,0
0,3b812075fee45f45ae2d9801c25eb4cadef412b703a1df9c29060bad61fbb039,0,0,0,0,0,0,0,0,0,0
0,bd275f25b96e610bc657eae9b8b166defd7e1ec2d6d86f72127eab7a56319045,0,0,0,0,0,0,0,0,0,0
0,8c953a78a471f5ed443a422f015d19ae58ad382a4383825b3c375e861cf25c33,0,0,0,0,0,0,0,0,0,0
